Date,Customer,SKU,Actual_Price,List_Price,Discount_Rate,Featured_SKU
2023-11-09,9611,219029,327.0375,327.0375,0,0
2023-11-09,9611,222087,151.7625,226.575,0.33,0
2023-11-09,9611,320485,205.9125,205.9125,0,0
2023-11-09,9611,378934,205.9125,205.9125,0,0
2023-11-09,9611,222765,226.575,226.575,0,0
2023-11-09,9611,223245,190.95,190.95,0,0
2023-11-09,9611,223153,218.025,218.025,0,0
2023-11-09,9611,398721,533.6625,533.6625,0,0
2023-11-09,9611,245387,533.6625,533.6625,0,0
2023-11-09,9611,245338,533.6625,533.6625,0,0
2023-11-09,9611,600934,355.5375,454.575,0.22,1
2023-11-09,9611,547934,177.4125,177.4125,0,0
2023-11-09,9613,216418,106.1625,105.45,-0.01,0
2023-11-09,9613,216419,106.875,106.1625,-0.01,0
2023-11-09,9613,300021,106.1625,119.7,0.11,0
2023-11-09,9613,300291,112.575,184.5375,0.39,0
2023-11-09,9613,216425,117.5625,117.5625,0,0
2023-11-09,9613,216233,116.1375,132.525,0.12,0
2023-11-09,9613,217390,161.025,161.025,0,0
2023-11-09,9613,219009,213.75,213.75,0,0
2023-11-09,9613,219029,318.4875,318.4875,0,0
2023-11-09,9613,222087,151.05,220.875,0.32,0
2023-11-09,9613,320485,205.9125,205.9125,0,0
2023-11-09,9613,378934,205.9125,205.9125,0,0
2023-11-09,9613,222765,234.4125,234.4125,0,0
2023-11-09,9613,223245,180.975,205.2,0.12,0
2023-11-09,9613,223153,219.45,219.45,0,0
2023-11-09,9613,398721,533.6625,533.6625,0,0
2023-11-09,9613,245387,515.85,515.85,0,0
2023-11-09,9613,245338,533.6625,533.6625,0,0
2023-11-09,9613,547934,177.4125,177.4125,0,0
2023-11-09,9632,216418,69.1125,69.1125,0,0
2023-11-09,9632,216419,67.6875,67.6875,0,0
2023-11-09,9632,300021,68.4,68.4,0,0
2023-11-09,9632,300291,107.5875,178.8375,0.4,0
2023-11-09,9632,216425,113.2875,113.2875,0,0
2023-11-09,9632,216233,113.2875,113.2875,0,0
2023-11-09,9632,217390,166.725,166.725,0,0
2023-11-09,9632,219009,218.7375,218.7375,0,0
2023-11-09,9632,219029,295.6875,295.6875,0,0
2023-11-09,9632,222087,190.2375,223.725,0.15,0
2023-11-09,9632,320485,205.9125,205.9125,0,0
2023-11-09,9632,222765,205.2,205.2,0,0
2023-11-09,9632,223153,202.35,202.35,0,0
2023-11-09,9632,245338,453.15,453.15,0,0
2023-11-09,9680,216418,69.825,69.825,0,0
2023-11-09,9680,216419,69.825,69.825,0,0
2023-11-09,9680,216425,117.5625,117.5625,0,0
2023-11-09,9680,216233,115.425,115.425,0,0
2023-11-09,9680,217390,161.025,161.025,0,0
2023-11-09,9680,219009,215.8875,215.8875,0,0
2023-11-09,9680,219029,295.6875,295.6875,0,0
2023-11-09,9680,222087,168.15,223.725,0.25,0
2023-11-09,9680,222765,205.2,205.2,0,0
2023-11-09,9680,223245,148.2,205.9125,0.28,0
2023-11-09,9680,223153,206.625,202.35,-0.02,0
2023-11-09,9680,245387,469.5375,469.5375,0,0
2023-11-09,9680,245338,469.5375,469.5375,0,0
2023-11-09,9700,216418,104.025,104.025,0,0
2023-11-09,9700,216233,119.7,119.7,0,0
2023-11-09,9700,219009,206.625,206.625,0,0
2023-11-09,9700,222087,205.2,205.2,0,0
2023-11-09,9700,223245,202.35,205.2,0.01,0
2023-11-09,9713,216418,106.1625,112.575,0.06,0
2023-11-09,9713,216419,106.1625,110.4375,0.04,0
2023-11-09,9713,300021,106.1625,99.0375,-0.07,0
2023-11-09,9713,216425,116.85,132.525,0.12,0
2023-11-09,9713,216233,116.85,134.6625,0.13,0
2023-11-09,9713,217390,166.0125,166.0125,0,0
2023-11-09,9713,219009,213.75,213.75,0,0
2023-11-09,9713,219029,327.0375,327.0375,0,0
2023-11-09,9713,222087,136.8,227.2875,0.4,0
2023-11-09,9713,320485,205.9125,205.9125,0,0
2023-11-09,9713,378934,205.9125,205.9125,0,0
2023-11-09,9713,222765,234.4125,234.4125,0,0
2023-11-09,9713,223245,180.2625,205.2,0.12,0
2023-11-09,9713,398721,533.6625,533.6625,0,0
2023-11-09,9713,245387,533.6625,533.6625,0,0
2023-11-09,9713,245338,528.675,528.675,0,0
2023-11-09,9731,216418,106.1625,106.1625,0,0
2023-11-09,9731,216419,106.875,106.875,0,0
2023-11-09,9731,216425,118.275,134.6625,0.12,0
2023-11-09,9731,216233,118.275,133.95,0.12,0
2023-11-09,9731,219009,206.625,206.625,0,0
2023-11-09,9731,219029,319.2,319.2,0,0
2023-11-09,9731,222087,161.7375,222.3,0.27,0
2023-11-09,9731,222765,234.4125,234.4125,0,0
2023-11-09,9731,223245,180.2625,180.2625,0,0
2023-11-09,9731,223153,227.2875,227.2875,0,0
2023-11-09,9731,245338,533.6625,533.6625,0,0
2023-11-09,9745,216418,106.1625,99.0375,-0.07,0
2023-11-09,9745,216419,106.1625,98.325,-0.08,0
2023-11-09,9745,300021,106.875,106.875,0,0
2023-11-09,9745,216425,118.9875,134.6625,0.12,0
2023-11-09,9745,216233,117.5625,133.95,0.12,0
2023-11-09,9745,217390,164.5875,164.5875,0,0
2023-11-09,9745,219009,234.4125,234.4125,0,0
2023-11-09,9745,219029,312.075,312.075,0,0
2023-11-09,9745,222087,163.875,227.2875,0.28,0
2023-11-09,9745,320485,205.9125,205.9125,0,0
2023-11-09,9745,222765,234.4125,234.4125,0,0
2023-11-09,9745,223245,180.2625,205.2,0.12,0
2023-11-09,9745,223153,223.725,223.725,0,0
2023-11-09,9745,245387,533.6625,533.6625,0,0
2023-11-09,9745,245338,533.6625,533.6625,0,0
2023-11-09,9745,547934,177.4125,177.4125,0,0
2023-11-09,9770,216418,69.1125,69.1125,0,0
2023-11-09,9770,216233,115.425,115.425,0,0
2023-11-09,9770,217390,156.75,156.75,0,0
2023-11-09,9770,219844,237.975,237.975,0,0
2023-11-09,9770,219009,211.6125,211.6125,0,0
2023-11-09,9770,219029,295.6875,295.6875,0,0
2023-11-09,9770,222087,172.425,223.725,0.23,0
2023-11-09,9770,320485,205.9125,205.9125,0,0
2023-11-09,9770,222765,205.2,205.2,0,0
2023-11-09,9770,223153,207.3375,207.3375,0,0
2023-11-09,9770,245387,469.5375,469.5375,0,0
2023-11-09,9789,216418,88.35,88.35,0,0
2023-11-09,9789,216419,88.35,88.35,0,0
2023-11-09,9789,216233,116.85,116.85,0,0
2023-11-09,9789,217390,170.2875,170.2875,0,0
2023-11-09,9789,219009,213.75,213.75,0,0
2023-11-09,9789,219029,299.9625,299.9625,0,0
2023-11-09,9789,222087,114,227.2875,0.5,0
2023-11-09,9789,320485,205.9125,205.9125,0,0
2023-11-09,9789,378934,205.9125,205.9125,0,0
2023-11-09,9789,222765,240.825,240.825,0,0
2023-11-09,9789,223245,207.3375,207.3375,0,0
2023-11-09,9789,223153,204.4875,204.4875,0,0
2023-11-09,9789,245387,469.5375,469.5375,0,0
2023-11-09,9789,245338,469.5375,469.5375,0,0
2023-11-09,9789,547934,170.2875,170.2875,0,0
2023-11-09,9813,216418,85.5,85.5,0,0
2023-11-09,9813,216419,86.925,86.925,0,0
2023-11-09,9813,216425,113.2875,113.2875,0,0
2023-11-09,9813,216233,112.575,112.575,0,0
2023-11-09,9813,217390,161.025,161.025,0,0
2023-11-09,9813,217217,225.8625,225.8625,0,0
2023-11-09,9813,217777,225.15,225.15,0,0
2023-11-09,9813,219844,237.975,237.975,0,0
2023-11-09,9813,219009,227.2875,227.2875,0,0
2023-11-09,9813,219029,312.7875,312.7875,0,0
2023-11-09,9813,222087,146.775,227.2875,0.35,0
2023-11-09,9813,222765,240.825,240.825,0,0
2023-11-09,9813,223245,181.6875,213.0375,0.15,0
2023-11-09,9813,223153,213.0375,213.0375,0,0
2023-11-09,9823,216418,106.1625,120.4125,0.12,0
2023-11-09,9823,216419,106.1625,118.275,0.1,0
2023-11-09,9823,300021,106.1625,106.1625,0,0
2023-11-09,9823,300291,112.575,112.575,0,0
2023-11-09,9823,327492,112.575,112.575,0,0
2023-11-09,9823,216425,116.1375,133.2375,0.13,0
2023-11-09,9823,216233,116.85,133.95,0.13,0
2023-11-09,9823,217390,168.8625,168.8625,0,0
2023-11-09,9823,217777,248.6625,262.9125,0.05,1
2023-11-09,9823,219844,251.5125,271.4625,0.07,1
2023-11-09,9823,219009,213.75,213.75,0,0
2023-11-09,9823,219029,322.05,322.05,0,0
2023-11-09,9823,222087,171,223.0125,0.23,0
2023-11-09,9823,320485,205.9125,205.9125,0,0
2023-11-09,9823,378934,205.9125,205.9125,0,0
2023-11-09,9823,222765,234.4125,234.4125,0,0
2023-11-09,9823,223245,187.3875,187.3875,0,0
2023-11-09,9823,223153,232.275,232.275,0,0
2023-11-09,9823,245387,533.6625,533.6625,0,0
2023-11-09,9823,245338,533.6625,533.6625,0,0
2023-11-09,9823,600934,355.5375,454.575,0.22,1
2023-11-09,9823,547934,177.4125,177.4125,0,0
2023-11-09,9823,673209,284.2875,355.5375,0.2,0
2023-11-09,9837,216418,106.1625,88.35,-0.2,0
2023-11-09,9837,216419,106.875,106.1625,-0.01,0
2023-11-09,9837,300021,106.875,106.875,0,0
2023-11-09,9837,216425,117.5625,132.525,0.11,0
2023-11-09,9837,216233,118.275,133.95,0.12,0
2023-11-09,9837,217390,169.575,169.575,0,0
2023-11-09,9837,217217,239.4,280.0125,0.15,1
2023-11-09,9837,219009,195.225,195.225,0,0
2023-11-09,9837,219029,327.0375,327.0375,0,0
2023-11-09,9837,222087,177.4125,224.4375,0.21,0
2023-11-09,9837,222765,234.4125,234.4125,0,0
2023-11-09,9837,223245,177.4125,177.4125,0,0
2023-11-09,9837,223153,215.175,215.175,0,0
2023-11-09,9837,245387,533.6625,533.6625,0,0
2023-11-09,9837,245338,533.6625,533.6625,0,0
2023-11-09,9809,216418,105.45,105.45,0,0
2023-11-09,9809,216419,106.1625,116.85,0.09,0
2023-11-09,9809,300021,106.1625,118.9875,0.11,0
2023-11-09,9809,216425,118.9875,133.95,0.11,0
2023-11-09,9809,216233,117.5625,133.95,0.12,0
2023-11-09,9809,217390,166.0125,166.0125,0,0
2023-11-09,9809,219009,205.9125,205.9125,0,0
2023-11-09,9809,219029,299.9625,299.9625,0,0
2023-11-09,9809,222087,148.9125,227.2875,0.34,0
2023-11-09,9809,222765,234.4125,234.4125,0,0
2023-11-09,9809,223245,175.9875,175.9875,0,0
2023-11-09,9809,245338,533.6625,533.6625,0,0
2023-11-09,9809,547934,177.4125,177.4125,0,0
2023-11-09,9845,216418,105.45,105.45,0,0
2023-11-09,9845,216419,106.1625,106.1625,0,0
2023-11-09,9845,300021,106.1625,106.1625,0,0
2023-11-09,9845,216425,114,134.6625,0.15,0
2023-11-09,9845,216233,118.275,133.2375,0.11,0
2023-11-09,9845,217390,164.5875,164.5875,0,0
2023-11-09,9845,217217,225.8625,277.875,0.19,1
2023-11-09,9845,219009,215.175,215.175,0,0
2023-11-09,9845,219029,318.4875,318.4875,0,0
2023-11-09,9845,222087,151.7625,227.2875,0.33,0
2023-11-09,9845,320485,205.9125,205.9125,0,0
2023-11-09,9845,222765,234.4125,234.4125,0,0
2023-11-09,9845,223245,190.95,190.95,0,0
2023-11-09,9845,223153,223.725,223.725,0,0
2023-11-09,9845,245387,533.6625,533.6625,0,0
2023-11-09,9845,245338,502.3125,502.3125,0,0
2023-11-09,9845,547934,177.4125,177.4125,0,0
2023-11-09,9872,216418,70.5375,70.5375,0,0
2023-11-09,9872,216419,69.825,69.825,0,0
2023-11-09,9872,300021,69.825,69.825,0,0
2023-11-09,9872,216425,115.425,115.425,0,0
2023-11-09,9872,216233,116.85,116.85,0,0
2023-11-09,9872,217390,167.4375,167.4375,0,0
2023-11-09,9872,217217,228.7125,228.7125,0,0
2023-11-09,9872,217777,236.55,236.55,0,0
2023-11-09,9872,219844,235.8375,235.8375,0,0
2023-11-09,9872,219009,222.3,222.3,0,0
2023-11-09,9872,219029,295.6875,295.6875,0,0
2023-11-09,9872,222087,184.5375,220.875,0.16,0
2023-11-09,9872,320485,205.9125,205.9125,0,0
2023-11-09,9872,378934,205.9125,205.9125,0,0
2023-11-09,9872,222765,205.2,205.2,0,0
2023-11-09,9872,223245,195.225,195.225,0,0
2023-11-09,9872,223153,212.325,212.325,0,0
2023-11-09,9872,245387,469.5375,469.5375,0,0
2023-11-09,9872,245338,469.5375,469.5375,0,0
2023-11-09,9872,600934,355.5375,519.4125,0.32,1
2023-11-09,9876,216418,67.6875,67.6875,0,0
2023-11-09,9876,216233,113.2875,113.2875,0,0
2023-11-09,9876,217390,156.75,156.75,0,0
2023-11-09,9876,217217,237.975,237.975,0,0
2023-11-09,9876,217777,234.4125,234.4125,0,0
2023-11-09,9876,219009,215.8875,215.8875,0,0
2023-11-09,9876,219029,295.6875,295.6875,0,0
2023-11-09,9876,222087,148.9125,223.725,0.33,0
2023-11-09,9876,320485,205.9125,205.9125,0,0
2023-11-09,9876,222765,205.2,205.2,0,0
2023-11-09,9876,223245,182.4,182.4,0,0
2023-11-09,9876,223153,211.6125,211.6125,0,0
2023-11-09,9876,245338,469.5375,469.5375,0,0
2023-11-09,9879,216418,88.35,88.35,0,0
2023-11-09,9879,216419,86.2125,86.2125,0,0
2023-11-09,9879,216425,111.15,111.15,0,0
2023-11-09,9879,216233,109.725,109.725,0,0
2023-11-09,9879,217390,161.025,161.025,0,0
2023-11-09,9879,217777,232.9875,232.9875,0,0
2023-11-09,9879,219009,213.75,213.75,0,0
2023-11-09,9879,219029,312.7875,312.7875,0,0
2023-11-09,9879,222087,157.4625,209.475,0.25,0
2023-11-09,9879,222765,240.825,240.825,0,0
2023-11-09,9879,223245,185.25,213.0375,0.13,0
2023-11-09,9879,223153,203.0625,203.0625,0,0
2023-11-09,9880,216418,86.2125,86.2125,0,0
2023-11-09,9880,216419,86.2125,86.2125,0,0
2023-11-09,9880,300021,86.2125,86.2125,0,0
2023-11-09,9880,216425,116.85,116.85,0,0
2023-11-09,9880,216233,112.575,112.575,0,0
2023-11-09,9880,217390,160.3125,160.3125,0,0
2023-11-09,9880,217217,232.275,232.275,0,0
2023-11-09,9880,217777,234.4125,234.4125,0,0
2023-11-09,9880,219844,230.1375,230.1375,0,0
2023-11-09,9880,219009,214.4625,214.4625,0,0
2023-11-09,9880,219029,312.7875,312.7875,0,0
2023-11-09,9880,222087,170.2875,227.2875,0.25,0
2023-11-09,9880,320485,205.9125,205.9125,0,0
2023-11-09,9880,378934,205.9125,205.9125,0,0
2023-11-09,9880,222765,240.825,240.825,0,0
2023-11-09,9880,223245,158.175,199.5,0.21,0
2023-11-09,9880,223153,213.0375,213.0375,0,0
2023-11-09,9880,245387,469.5375,469.5375,0,0
2023-11-09,9880,245338,469.5375,469.5375,0,0
2023-11-09,9881,216418,106.1625,98.325,-0.08,0
2023-11-09,9881,216419,106.1625,106.875,0.01,0
2023-11-09,9881,300021,106.1625,119.7,0.11,0
2023-11-09,9881,216425,117.5625,133.95,0.12,0
2023-11-09,9881,216233,115.425,133.2375,0.13,0
2023-11-09,9881,217390,165.3,165.3,0,0
2023-11-09,9881,219844,238.6875,277.875,0.14,1
2023-11-09,9881,219009,234.4125,234.4125,0,0
2023-11-09,9881,219029,304.95,304.95,0,0
2023-11-09,9881,222087,175.9875,215.175,0.18,0
2023-11-09,9881,320485,205.9125,205.9125,0,0
2023-11-09,9881,378934,205.9125,205.9125,0,0
2023-11-09,9881,222765,234.4125,234.4125,0,0
2023-11-09,9881,223245,185.25,185.25,0,0
2023-11-09,9881,245387,533.6625,533.6625,0,0
2023-11-09,9881,245338,533.6625,533.6625,0,0
2023-11-09,9890,216418,106.875,106.875,0,0
2023-11-09,9890,216419,106.875,106.875,0,0
2023-11-09,9890,300021,106.875,106.875,0,0
2023-11-09,9890,216425,118.275,134.6625,0.12,0
2023-11-09,9890,216233,118.275,134.6625,0.12,0
2023-11-09,9890,217390,167.4375,167.4375,0,0
2023-11-09,9890,219009,223.0125,223.0125,0,0
2023-11-09,9890,219029,304.95,304.95,0,0
2023-11-09,9890,222087,185.25,227.2875,0.18,0
2023-11-09,9890,222765,234.4125,234.4125,0,0
2023-11-09,9890,223245,189.525,189.525,0,0
2023-11-09,9890,245338,533.6625,533.6625,0,0
2023-11-09,9890,547934,177.4125,177.4125,0,0
2023-11-09,9909,216418,106.1625,106.1625,0,0
2023-11-09,9909,216419,106.875,106.875,0,0
2023-11-09,9909,300021,106.875,106.875,0,0
2023-11-09,9909,216425,118.9875,133.95,0.11,0
2023-11-09,9909,216233,118.9875,134.6625,0.12,0
2023-11-09,9909,217390,170.2875,170.2875,0,0
2023-11-09,9909,219009,200.925,229.425,0.12,0
2023-11-09,9909,219029,327.0375,327.0375,0,0
2023-11-09,9909,222087,162.45,227.2875,0.29,0
2023-11-09,9909,222765,232.9875,232.9875,0,0
2023-11-09,9909,223245,179.55,179.55,0,0
2023-11-09,9909,223153,220.875,220.875,0,0
2023-11-09,9909,245387,518.7,518.7,0,0
2023-11-09,9909,245338,533.6625,533.6625,0,0
2023-11-09,9954,216419,69.825,69.825,0,0
2023-11-09,9954,216425,115.425,115.425,0,0
2023-11-09,9954,216233,117.5625,117.5625,0,0
2023-11-09,9954,217390,162.45,162.45,0,0
2023-11-09,9954,217217,237.2625,237.2625,0,0
2023-11-09,9954,219009,227.2875,227.2875,0,0
2023-11-09,9954,219029,295.6875,295.6875,0,0
2023-11-09,9954,222087,151.7625,223.725,0.32,0
2023-11-09,9954,320485,205.9125,205.9125,0,0
2023-11-09,9954,378934,205.9125,205.9125,0,0
2023-11-09,9954,222765,205.2,205.2,0,0
2023-11-09,9954,223245,185.25,205.9125,0.1,0
2023-11-09,9954,223153,212.325,212.325,0,0
2023-11-09,9954,398721,469.5375,469.5375,0,0
2023-11-09,9954,245387,469.5375,469.5375,0,0
2023-11-09,9954,245338,469.5375,469.5375,0,0
2023-11-09,9954,547934,170.2875,170.2875,0,0
2023-11-09,9961,216418,106.1625,105.45,-0.01,0
2023-11-09,9961,216419,105.45,99.0375,-0.06,0
2023-11-09,9961,300021,106.875,106.875,0,0
2023-11-09,9961,216425,116.85,133.95,0.13,0
2023-11-09,9961,216233,116.85,133.95,0.13,0
2023-11-09,9961,217390,164.5875,164.5875,0,0
2023-11-09,9961,219009,198.075,227.2875,0.13,0
2023-11-09,9961,219029,327.0375,327.0375,0,0
2023-11-09,9961,222087,143.2125,224.4375,0.36,0
2023-11-09,9961,320485,205.9125,205.9125,0,0
2023-11-09,9961,378934,205.9125,205.9125,0,0
2023-11-09,9961,222765,234.4125,234.4125,0,0
2023-11-09,9961,223245,166.0125,205.2,0.19,0
2023-11-09,9961,223153,228,228,0,0
2023-11-09,9961,245387,525.825,525.825,0,0
2023-11-09,9961,245338,533.6625,533.6625,0,0
2023-11-09,9961,547934,177.4125,177.4125,0,0
2023-11-09,9984,216418,87.6375,87.6375,0,0
2023-11-09,9984,216419,87.6375,87.6375,0,0
2023-11-09,9984,300021,88.35,88.35,0,0
2023-11-09,9984,216425,117.5625,117.5625,0,0
2023-11-09,9984,216233,116.85,116.85,0,0
2023-11-09,9984,217390,161.7375,161.7375,0,0
2023-11-09,9984,219009,204.4875,204.4875,0,0
2023-11-09,9984,219029,312.7875,312.7875,0,0
2023-11-09,9984,222087,185.25,227.2875,0.18,0
2023-11-09,9984,320485,205.9125,205.9125,0,0
2023-11-09,9984,378934,205.9125,205.9125,0,0
2023-11-09,9984,222765,240.825,240.825,0,0
2023-11-09,9984,223245,206.625,192.375,-0.07,0
2023-11-09,9984,223153,213.0375,213.0375,0,0
2023-11-09,9984,245338,469.5375,469.5375,0,0
2023-11-09,9984,547934,170.2875,170.2875,0,0
2023-11-09,9984,679023,213.0375,213.0375,0,0
